,0,1,2,3
0,"[16912.0, 16397.0, 16391.0, 15648.0, 18019.0, 15398.0, 15686.0, 14633.0, 16685.0, 15401.0]","[14169.0, 14014.0, 14794.0, 15810.0, 13930.0, 11725.0, 13832.0, 13980.0, 13556.0, 13510.0]","[14409.0, 13388.0, 15134.0, 15717.0, 16376.0, 15034.0, 14447.0, 14804.0, 14412.0, 14525.0]","[14923.0, 15191.0, 15168.0, 15203.0, 16169.0, 15391.0, 15614.0, 16582.0, 15622.0, 15627.0]"
1,"[15158.0, 15072.0, 16618.0, 15277.0, 17308.0, 14206.0, 14347.0, 15327.0, 15373.0, 14649.0]","[12999.0, 14992.0, 13978.0, 15929.0, 15544.0, 15898.0, 12961.0, 15137.0, 11649.0, 13652.0]","[16030.0, 15119.0, 15091.0, 14748.0, 12968.0, 15161.0, 14879.0, 16064.0, 15270.0, 15527.0]","[16149.0, 16801.0, 13703.0, 15230.0, 14886.0, 14423.0, 15204.0, 16133.0, 14550.0, 15952.0]"
10,"[13191.0, 10202.0, 8348.0, 8583.0, 12298.0, 13522.0, 10361.0, 10017.0, 13173.0, 12026.0]","[0.0, 9007.0, 8821.0, 0.0, 0.0, 0.0, 12324.0, 10897.0, 0.0, 0.0]","[0.0, 12702.0, 11433.0, 11664.0, 9620.0, 0.0, 0.0, 0.0, 14876.0, 13263.0]","[12078.0, 13132.0, 11713.0, 13425.0, 11790.0, 0.0, 0.0, 10925.0, 10522.0, 12022.0]"
100,"[14246.0, 10011.0, 12593.0, 10389.0, 10504.0, 13092.0, 12332.0, 11307.0, 9456.0, 11808.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 10974.0, 0.0, 10064.0, 0.0, 0.0]","[9594.0, 11513.0, 9902.0, 0.0, 9753.0, 0.0, 8103.0, 0.0, 0.0, 10694.0]","[10228.0, 0.0, 10713.0, 11668.0, 10622.0, 11320.0, 11307.0, 0.0, 11354.0, 11362.0]"
101,"[16931.0, 19345.0, 18384.0, 18223.0, 18918.0, 17961.0, 16078.0, 21256.0, 21017.0, 17327.0]","[14672.0, 16434.0, 14865.0, 13038.0, 15172.0, 16190.0, 13873.0, 14353.0, 17255.0, 17657.0]","[15682.0, 18019.0, 19327.0, 17651.0, 15799.0, 18628.0, 16755.0, 16314.0, 16839.0, 17659.0]","[18602.0, 17778.0, 18135.0, 15947.0, 17547.0, 17830.0, 17406.0, 17470.0, 21636.0, 18842.0]"
102,"[15919.0, 16047.0, 15955.0, 16042.0, 14080.0, 12243.0, 14408.0, 14320.0, 16144.0, 13781.0]","[14928.0, 12686.0, 15630.0, 12868.0, 10665.0, 12267.0, 13559.0, 12747.0, 0.0, 10539.0]","[13554.0, 13743.0, 12749.0, 12389.0, 13282.0, 15332.0, 12788.0, 12488.0, 13477.0, 14684.0]","[14990.0, 14662.0, 13892.0, 14652.0, 13820.0, 15122.0, 14374.0, 14704.0, 15362.0, 14938.0]"
103,"[17290.0, 14714.0, 17276.0, 16674.0, 18242.0, 17807.0, 16748.0, 15857.0, 14572.0, 15540.0]","[15708.0, 14842.0, 13000.0, 16830.0, 12610.0, 16127.0, 13590.0, 15571.0, 15717.0, 13858.0]","[16531.0, 16242.0, 15335.0, 14141.0, 14601.0, 14818.0, 14616.0, 14853.0, 16000.0, 14959.0]","[15524.0, 15550.0, 15796.0, 15578.0, 16315.0, 16912.0, 15883.0, 16232.0, 16374.0, 15992.0]"
104,"[15134.0, 15541.0, 15631.0, 15870.0, 16363.0, 15679.0, 14797.0, 17691.0, 14896.0, 14776.0]","[15169.0, 14797.0, 14242.0, 13385.0, 14303.0, 15535.0, 12721.0, 12728.0, 13332.0, 14527.0]","[13891.0, 15724.0, 14408.0, 14255.0, 13993.0, 14800.0, 11929.0, 16454.0, 13965.0, 16046.0]","[14962.0, 15149.0, 15362.0, 16707.0, 15643.0, 15990.0, 15125.0, 16427.0, 15005.0, 15104.0]"
107,"[16248.0, 15534.0, 14924.0, 16306.0, 16029.0, 17008.0, 15466.0, 14718.0, 13936.0, 13691.0]","[13872.0, 14708.0, 12983.0, 15069.0, 14046.0, 13003.0, 14425.0, 14009.0, 15269.0, 14092.0]","[15181.0, 14107.0, 14256.0, 12702.0, 14297.0, 14126.0, 15294.0, 15327.0, 15602.0, 14430.0]","[14235.0, 15199.0, 14733.0, 14249.0, 16275.0, 15055.0, 15424.0, 13376.0, 15938.0, 15749.0]"
108,"[17235.0, 17830.0, 16397.0, 17019.0, 17540.0, 19076.0, 15777.0, 17701.0, 16355.0, 15830.0]","[11955.0, 15198.0, 11987.0, 14873.0, 14030.0, 16603.0, 11850.0, 15679.0, 11640.0, 16671.0]","[14795.0, 13491.0, 15103.0, 15895.0, 14972.0, 14384.0, 14750.0, 14855.0, 13947.0, 15074.0]","[17299.0, 16484.0, 13452.0, 15164.0, 15801.0, 16224.0, 17249.0, 18191.0, 17338.0, 15055.0]"
109,"[17871.0, 17311.0, 16084.0, 18586.0, 18404.0, 17994.0, 17205.0, 18914.0, 18263.0, 17423.0]","[17137.0, 15139.0, 13678.0, 16422.0, 16156.0, 12783.0, 14406.0, 15765.0, 14865.0, 19244.0]","[19110.0, 18552.0, 17294.0, 16774.0, 18099.0, 14280.0, 17952.0, 16639.0, 15499.0, 16334.0]","[18538.0, 16306.0, 16145.0, 18534.0, 17327.0, 15947.0, 17849.0, 16396.0, 19073.0, 16882.0]"
11,"[10965.0, 10646.0, 11092.0, 11682.0, 11186.0, 11296.0, 12874.0, 11434.0, 11842.0, 11484.0]","[0.0, 9764.0, 0.0, 12254.0, 11636.0, 0.0, 9169.0, 0.0, 11385.0, 0.0]","[8935.0, 8096.0, 8041.0, 11172.0, 8968.0, 11437.0, 0.0, 9689.0, 11857.0, 8910.0]","[12194.0, 13143.0, 0.0, 11890.0, 10838.0, 12683.0, 11261.0, 11544.0, 11632.0, 10954.0]"
110,"[13981.0, 12565.0, 10399.0, 12870.0, 13506.0, 12689.0, 11946.0, 12965.0, 11752.0, 12982.0]","[11811.0, 10753.0, 0.0, 12064.0, 0.0, 12572.0, 10939.0, 0.0, 9738.0, 0.0]","[11576.0, 10627.0, 10127.0, 13301.0, 12450.0, 0.0, 9860.0, 10273.0, 10840.0, 13760.0]","[11232.0, 10706.0, 10702.0, 12603.0, 13025.0, 13538.0, 12546.0, 12215.0, 10902.0, 11920.0]"
111,"[17069.0, 14236.0, 15200.0, 17488.0, 15889.0, 16489.0, 15006.0, 15825.0, 15560.0, 14952.0]","[12260.0, 16133.0, 13315.0, 14238.0, 14979.0, 14522.0, 13878.0, 14476.0, 16326.0, 14757.0]","[14815.0, 15021.0, 15607.0, 14844.0, 16335.0, 13269.0, 16109.0, 14338.0, 15881.0, 15266.0]","[15643.0, 14719.0, 16340.0, 15291.0, 15335.0, 14714.0, 16955.0, 15795.0, 14709.0, 14612.0]"
112,"[19228.0, 18047.0, 18837.0, 17338.0, 15515.0, 17068.0, 17635.0, 19789.0, 17094.0, 20259.0]","[17151.0, 16144.0, 18342.0, 16347.0, 17208.0, 17478.0, 13299.0, 15637.0, 15990.0, 16744.0]","[15996.0, 17546.0, 15794.0, 18340.0, 17912.0, 18003.0, 16835.0, 18531.0, 18381.0, 14924.0]","[18208.0, 16705.0, 17274.0, 18031.0, 16982.0, 18323.0, 18199.0, 17378.0, 17292.0, 17800.0]"
113,"[13230.0, 10755.0, 10416.0, 10403.0, 10438.0, 13693.0, 11768.0, 10196.0, 10630.0, 10413.0]","[0.0, 9195.0, 0.0, 10316.0, 9566.0, 11649.0, 8982.0, 9292.0, 6867.0, 0.0]","[8585.0, 11541.0, 0.0, 9851.0, 11386.0, 0.0, 8627.0, 0.0, 10875.0, 9866.0]","[11278.0, 12244.0, 11249.0, 10904.0, 10690.0, 11972.0, 10633.0, 11642.0, 0.0, 10478.0]"
114,"[15863.0, 15701.0, 16651.0, 15961.0, 15977.0, 16239.0, 16366.0, 18534.0, 18148.0, 17008.0]","[15613.0, 13473.0, 15975.0, 17161.0, 15014.0, 14056.0, 14050.0, 13799.0, 12148.0, 15389.0]","[14324.0, 15814.0, 14198.0, 18139.0, 16250.0, 14850.0, 14875.0, 15090.0, 15652.0, 16053.0]","[16461.0, 15501.0, 15857.0, 15555.0, 16293.0, 15379.0, 16773.0, 15966.0, 15485.0, 16056.0]"
115,"[13507.0, 13632.0, 14259.0, 16518.0, 12394.0, 12757.0, 14562.0, 12635.0, 14229.0, 14659.0]","[11286.0, 12224.0, 10737.0, 10490.0, 10212.0, 12847.0, 7788.0, 12349.0, 12461.0, 11580.0]","[13571.0, 12168.0, 12447.0, 10760.0, 13404.0, 12142.0, 13167.0, 11841.0, 10088.0, 13400.0]","[13520.0, 13830.0, 14531.0, 12710.0, 13999.0, 13038.0, 13761.0, 12818.0, 14194.0, 12595.0]"
116,"[17750.0, 18796.0, 17104.0, 18175.0, 19087.0, 17249.0, 16937.0, 16301.0, 19289.0, 18332.0]","[14766.0, 17794.0, 15314.0, 18224.0, 16840.0, 14552.0, 16425.0, 16468.0, 15103.0, 12983.0]","[16295.0, 14953.0, 16451.0, 18046.0, 14636.0, 16572.0, 17590.0, 17769.0, 17638.0, 17398.0]","[17975.0, 17264.0, 16755.0, 18769.0, 17877.0, 17970.0, 16371.0, 18101.0, 16588.0, 17189.0]"
119,"[14279.0, 13651.0, 14945.0, 13723.0, 15188.0, 14756.0, 16005.0, 13351.0, 14601.0, 15331.0]","[10635.0, 11482.0, 10822.0, 13800.0, 13868.0, 11085.0, 0.0, 11399.0, 13092.0, 12823.0]","[11099.0, 13342.0, 13467.0, 15517.0, 15078.0, 12812.0, 14011.0, 12836.0, 14742.0, 14050.0]","[14536.0, 12789.0, 13594.0, 12872.0, 14001.0, 12572.0, 15392.0, 14192.0, 14150.0, 14165.0]"
12,"[16218.0, 13476.0, 13530.0, 16659.0, 15833.0, 15179.0, 11870.0, 15979.0, 16615.0, 15391.0]","[12855.0, 13683.0, 14903.0, 12374.0, 0.0, 11594.0, 11650.0, 0.0, 13463.0, 14703.0]","[14765.0, 13301.0, 14492.0, 13989.0, 11079.0, 14457.0, 13837.0, 13353.0, 0.0, 14498.0]","[13214.0, 13474.0, 12768.0, 13315.0, 14605.0, 14123.0, 14812.0, 15938.0, 15431.0, 15690.0]"
120,"[7871.0, 7900.0, 10324.0, 7314.0, 10102.0, 9333.0, 0.0, 8164.0, 10816.0, 9038.0]","[0.0, 0.0, 0.0, 9363.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8241.0]","[0.0, 0.0, 0.0, 8555.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10684.0, 0.0, 10432.0, 0.0, 11150.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
123,"[15235.0, 15607.0, 15562.0, 14520.0, 16287.0, 16051.0, 16330.0, 14958.0, 16432.0, 15969.0]","[14708.0, 14316.0, 14015.0, 15052.0, 13832.0, 14978.0, 13892.0, 15935.0, 14123.0, 13826.0]","[14384.0, 14733.0, 14919.0, 16579.0, 15682.0, 14932.0, 13298.0, 14625.0, 15519.0, 14147.0]","[15086.0, 15376.0, 15015.0, 15023.0, 15526.0, 15583.0, 15444.0, 15374.0, 14580.0, 14898.0]"
124,"[17519.0, 17383.0, 16698.0, 15496.0, 17329.0, 15092.0, 16238.0, 19102.0, 15440.0, 17337.0]","[13108.0, 14732.0, 15137.0, 12917.0, 13808.0, 14570.0, 14401.0, 12455.0, 13714.0, 12776.0]","[14926.0, 15315.0, 16365.0, 13866.0, 15673.0, 15694.0, 16487.0, 15324.0, 15625.0, 14604.0]","[16132.0, 15960.0, 15646.0, 15007.0, 16170.0, 17973.0, 17502.0, 15560.0, 16203.0, 15204.0]"
125,"[17761.0, 15600.0, 15863.0, 18416.0, 15077.0, 17364.0, 16335.0, 17522.0, 17357.0, 18316.0]","[14648.0, 15293.0, 15779.0, 12817.0, 14582.0, 15991.0, 15398.0, 13416.0, 13820.0, 15612.0]","[16234.0, 13896.0, 13895.0, 14499.0, 16483.0, 15415.0, 13806.0, 16896.0, 17190.0, 14656.0]","[15146.0, 16909.0, 17359.0, 16012.0, 16450.0, 17075.0, 15451.0, 15778.0, 16532.0, 16074.0]"
126,"[10706.0, 12119.0, 11338.0, 12900.0, 11794.0, 11423.0, 11573.0, 10518.0, 11001.0, 9975.0]","[8125.0, 0.0, 10485.0, 0.0, 12386.0, 0.0, 0.0, 0.0, 0.0, 10112.0]","[12199.0, 11444.0, 11517.0, 10722.0, 10702.0, 8954.0, 11223.0, 0.0, 9271.0, 12987.0]","[10737.0, 11653.0, 12643.0, 0.0, 11258.0, 11149.0, 11242.0, 13961.0, 0.0, 11595.0]"
127,"[18320.0, 14980.0, 18974.0, 18778.0, 17284.0, 17205.0, 16848.0, 18493.0, 16762.0, 16023.0]","[15194.0, 15938.0, 16286.0, 16249.0, 14831.0, 16143.0, 15764.0, 17545.0, 18418.0, 14823.0]","[17822.0, 18011.0, 13822.0, 14759.0, 15456.0, 15266.0, 15677.0, 16679.0, 16074.0, 20854.0]","[17767.0, 15931.0, 15529.0, 18087.0, 16012.0, 17543.0, 16208.0, 16498.0, 16486.0, 16691.0]"
128,"[17932.0, 16091.0, 18745.0, 18201.0, 18493.0, 20857.0, 18933.0, 19298.0, 19121.0, 17759.0]","[18684.0, 17364.0, 14998.0, 15240.0, 14478.0, 15151.0, 15507.0, 15430.0, 17053.0, 15942.0]","[17490.0, 17896.0, 16807.0, 16013.0, 15296.0, 16478.0, 18649.0, 19275.0, 15612.0, 19070.0]","[19009.0, 17221.0, 17977.0, 17362.0, 17872.0, 18531.0, 18685.0, 18200.0, 16945.0, 16764.0]"
13,"[16678.0, 13779.0, 14361.0, 16194.0, 15080.0, 13686.0, 14480.0, 16141.0, 13798.0, 14203.0]","[11530.0, 14994.0, 13147.0, 12951.0, 13599.0, 12396.0, 12948.0, 0.0, 13022.0, 15545.0]","[15012.0, 13840.0, 14984.0, 12981.0, 12633.0, 12797.0, 12709.0, 13133.0, 13699.0, 12480.0]","[14783.0, 14212.0, 14358.0, 14789.0, 14251.0, 13677.0, 14392.0, 14351.0, 14194.0, 14120.0]"
131,"[19795.0, 18805.0, 17634.0, 18330.0, 20253.0, 19434.0, 17243.0, 16909.0, 18804.0, 20602.0]","[17792.0, 13206.0, 14675.0, 16373.0, 14087.0, 18120.0, 14538.0, 16200.0, 17240.0, 13235.0]","[17445.0, 18450.0, 17542.0, 16665.0, 17725.0, 17220.0, 18099.0, 16734.0, 17813.0, 15972.0]","[17604.0, 17506.0, 17231.0, 17819.0, 18551.0, 20239.0, 17396.0, 18451.0, 17935.0, 18159.0]"
132,"[13191.0, 10202.0, 8348.0, 8583.0, 12298.0, 13522.0, 10361.0, 10017.0, 13173.0, 12026.0]","[0.0, 9007.0, 8821.0, 0.0, 0.0, 0.0, 12324.0, 10897.0, 0.0, 0.0]","[0.0, 12702.0, 11433.0, 11664.0, 9620.0, 0.0, 0.0, 0.0, 14876.0, 13263.0]","[12078.0, 13132.0, 11713.0, 13425.0, 11790.0, 0.0, 0.0, 10925.0, 10522.0, 12022.0]"
133,"[15999.0, 13717.0, 15697.0, 14161.0, 15688.0, 15768.0, 14845.0, 15627.0, 14648.0, 15175.0]","[13673.0, 13635.0, 15363.0, 11806.0, 13891.0, 14088.0, 14378.0, 13669.0, 14465.0, 12948.0]","[12928.0, 12222.0, 14030.0, 13635.0, 14151.0, 12820.0, 12748.0, 14768.0, 14147.0, 14095.0]","[15020.0, 14181.0, 14460.0, 13749.0, 14114.0, 13432.0, 15578.0, 16274.0, 14047.0, 15958.0]"
134,"[16616.0, 12889.0, 13111.0, 12359.0, 13102.0, 14411.0, 14133.0, 13129.0, 14666.0, 13586.0]","[11685.0, 10376.0, 11334.0, 12709.0, 14229.0, 12663.0, 11252.0, 10601.0, 10807.0, 10799.0]","[12664.0, 10648.0, 13355.0, 12538.0, 13450.0, 14070.0, 12379.0, 13395.0, 13099.0, 11931.0]","[13852.0, 13698.0, 12913.0, 12331.0, 12752.0, 12945.0, 12227.0, 13010.0, 13774.0, 12602.0]"
135,"[17153.0, 18051.0, 17124.0, 16867.0, 19155.0, 18361.0, 16373.0, 18690.0, 18387.0, 18030.0]","[15727.0, 14851.0, 16917.0, 16562.0, 19019.0, 13230.0, 15747.0, 13570.0, 14590.0, 12735.0]","[17164.0, 15650.0, 15039.0, 15218.0, 18035.0, 15596.0, 13914.0, 15557.0, 15124.0, 17344.0]","[14804.0, 17739.0, 16854.0, 17950.0, 17682.0, 16787.0, 16690.0, 17002.0, 17641.0, 16726.0]"
136,"[17148.0, 16974.0, 17281.0, 14922.0, 15876.0, 16728.0, 16520.0, 20443.0, 17631.0, 16801.0]","[14494.0, 15157.0, 12857.0, 13101.0, 13154.0, 14636.0, 12921.0, 14465.0, 12962.0, 13502.0]","[15453.0, 14903.0, 13876.0, 14644.0, 14850.0, 15411.0, 18279.0, 16120.0, 14733.0, 17661.0]","[14739.0, 16291.0, 14966.0, 16428.0, 17288.0, 16058.0, 16916.0, 15081.0, 16695.0, 15257.0]"
138,"[16855.0, 17125.0, 16554.0, 17249.0, 17413.0, 19718.0, 17655.0, 17207.0, 14908.0, 19019.0]","[15149.0, 14141.0, 16424.0, 15240.0, 15492.0, 15663.0, 13101.0, 14075.0, 13404.0, 16308.0]","[14458.0, 14145.0, 16704.0, 14383.0, 15557.0, 15468.0, 18197.0, 14728.0, 16173.0, 14842.0]","[16963.0, 15490.0, 15969.0, 15067.0, 15121.0, 17298.0, 15744.0, 18957.0, 17960.0, 17793.0]"
139,"[19217.0, 19324.0, 21202.0, 19547.0, 20054.0, 20784.0, 19977.0, 20317.0, 19461.0, 19321.0]","[14282.0, 15735.0, 13371.0, 16021.0, 16554.0, 18107.0, 17132.0, 17215.0, 17110.0, 20522.0]","[15305.0, 17122.0, 17740.0, 17744.0, 17289.0, 17539.0, 17078.0, 15768.0, 17327.0, 17195.0]","[19313.0, 18193.0, 18112.0, 18616.0, 20276.0, 18198.0, 17985.0, 18301.0, 18351.0, 19019.0]"
14,"[16616.0, 12889.0, 13111.0, 12359.0, 13102.0, 14411.0, 14133.0, 13129.0, 14666.0, 13586.0]","[11685.0, 10376.0, 11334.0, 12709.0, 14229.0, 12663.0, 11252.0, 10601.0, 10807.0, 10799.0]","[12664.0, 10648.0, 13355.0, 12538.0, 13450.0, 14070.0, 12379.0, 13395.0, 13099.0, 11931.0]","[13852.0, 13698.0, 12913.0, 12331.0, 12752.0, 12945.0, 12227.0, 13010.0, 13774.0, 12602.0]"
